institution,doc_id,hgv_id,tm_id,ddb_hybrid,filename,title,summary,date_text,date_year_approx,provenance,language,genre,transcription_text,translation_text,has_translation
berkeley,berkeley.apis.426,7849,7849,p.tebt;3.1;771dupl,berkeley.apis.426,Petition from Petesouchos to the king and queen of Egypt,"Petesouchos complains to the sovereigns of Egypt that he was being disturbed in the possession of his house at Oxyrhyncha by Stratonike, daughter of Ptolemaios, of Krokodilon Polis.",Mid second century B.C.,,Oxyrhyncha,grc,"Petitions, Ptolemaic period; Paintings",,"To king Ptolemaios and Queen Kleopatra, his sister, motherloving gods, greeting from Petesouchos son of Petos, Crown cultivator from the village of Oxyrhyncha in the division of Polemon in the Arsinoite nome. I live in Kerkeosiris in the said nome, and there belongs to me in the aforesaid village of Oxyrhyncha a house inherited from my father, possessed by him for the period of his lifetime and by myself after his decease up to the present time with no dispute. But Stratonike daughter of Ptolemaios, an inhabitant of Krokodilon polis in the aforementioned nome, mischievously wishing to practice extortion on me, coming with other persons against the aforesaid house, forces her way in before any judgement has been given and � in the village about � the house, coming in and laying claim to it wrongfully. I therefore pray you, mighty gods, if you see fit, to send my petition to Menekrates, archisomatophylax and strategos, so that he may order Stratonike not to force her way into the house, but, if she thinks she has grievance, to get redress from me in the proper manner. If this is done, I shall have received succor. Farewell.",True
berkeley,berkeley.apis.427,3683,3683,p.tebt;1;47,berkeley.apis.427,Petition to Menches,"Petition from 2 or more farmers of crown land at Kerkeosiris to Menches, complaining of a raid on their home by Pyrrhichos and other marauders and reporting that items were stolen on this occasion",113 B.C.,,Kerkeosiris,grc,"Petitions, Ptolemaic period",,"(To Menches, komogrammateus of Kerkeosiris, from N.N. and N.N.,) cultivators of Crown land and inhabitants of the said village. On the 8th of Mesore of the 4th year as we were in the fields at work upon the land which we cultivate near the village, Pyrrhichos son of Dionysios, a catoecic cavalry-soldier, and Herakleios son of Poseidippos, an inhabitant of the said village, invaded our house with many other persons armed with swords and incontinently knocked down the street door, and placing this against the tower broke through part of it. Having effected an entry an knocked down the remaining doors they carried off the articles mentioned below, although there was no dispute whatever between us and them. We therefore, being hindered in our work and that too while the water is out, present to you this complaint in order that you may subscribe to our statements and further forward a copy of the petition to the proper officials, so that we may recover our property and the accused may receive the punishment which they deserve. Farewell. The itemized list is: a door of tamarisk wood two hoes, 200 drachmas of bronze.",True
berkeley,berkeley.apis.428,5362,5362,p.tebt;3.1;769,berkeley.apis.428,Petition to the king : draft,Draft of a petition to the king from a cultivator of flax.,237/236 or 212/211 B.C.,-224.0,Mummy cartonnage at Tebtunis 104,grc,"Petitions, Ptolemaic period",,,False
berkeley,berkeley.apis.429,,61197,,berkeley.apis.429,"Iliad. Book 22, lines 140-301 : fragments","Fragments (beginnings or ends) of lines 140-176, 188-253, 277-301 from book 22 of the Iliad, corresponding with the standard text.",Mid 2nd century B.C.,,Mummy cartonnage at Tebtunis 2 and 56,grc,"Literary papyri, Identified authors; Epic poems",,,False
berkeley,berkeley.apis.43,7851,7851,p.tebt;3.1;776,berkeley.apis.43,Petition of Senesis to Ptolemaios,"Senesis petitions to Ptolemaios, oikonomos, complaining that her husband Didymos was trying to give his house as surety to the tax farmer Herakleides, although it was hypothecated for Senesis' dowry.",Early 2nd century B.C.,-187.0,Oxyrhyncha,grc,"Petitions, Ptolemaic period",,"To Ptolemaios, oikonomos, from Senesis daughter of Menelaos, inhabitant of Oxyrhyncha in the division of Polemon. I lived with Didymos son of Peteimouthes, an inhabitant of the said village, on the terms of an Egyptian alimentary silver contract for [.]1 gold pieces in accordance with the laws of the country, and for this sum and for my maintenance all his property, including a house in the aforesaid village, was pledged. Wishing to deprive me of this the accused, approaching the inhabitants of the said village one by one, for a time desired to alienate it; but as they did not venture because I did not concur, he has subsequently contrived so as to give it to the treasury in surety for Herakleides, tax-farmer, and thus thinks to exclude me from my rights. I therefore, being a defenseless woman, beg and request you not to suffer me to be deprived of what is pledged for my dowry through the misbehavior of the accused, but, if it be your pleasure, to order a letter to be written to Ptolemaios the epimeletes forbidding him to accept in surety the house of the said Didymos. If this is done, I shall receive your succor. Farewell.",True
berkeley,berkeley.apis.430,,59909,,berkeley.apis.430,"Bacchae, line 1","Fragments on which the beginning of the 1st line of Euripides' Bacchae has been written 3 or 4 times, probably as a writing exercise.",2nd century B.C.?,-150.0,Mummy cartonnage at Tebtunis 67,grc,"Literary papyri, Identified authors; Plays; Tragedies; Writing exercises",,,False
berkeley,berkeley.apis.431,13599,13599,p.tebt;2;528,berkeley.apis.431,Division of catoecic land,Contract for the Division of cleruchic land in two plots.,138-161 A.D.,149.0,House at Tebtunis T604,grc,"Contracts, Roman period",,,False
berkeley,berkeley.apis.432,13600,13600,p.tebt;2;529,berkeley.apis.432,Lease of land,Sublease of 4 arouras of crown land at Tebtunis,111/112 A.D.,111.0,House at Tebtunis T108 and T110,grc,"Contracts, Roman period",,,False
berkeley,berkeley.apis.433,13601,13601,p.tebt;2;530,berkeley.apis.433,Repayment of a loan,Repayment of a loan of 820 drachmas,117-138 A.D.,127.0,House at Tebtunis T76,grc,"Contracts, Roman period",,,False
berkeley,berkeley.apis.434,28469,28469,p.tebt;2;552r,berkeley.apis.434,Account of names and amounts.,"Remains of three columns of a list of names and amounts in drachmas, generally multiples of 4.",2nd century A.D.,149.0,House at Tebtunis T451,grc,"Accounts, Roman period",,,False
berkeley,berkeley.apis.435,28470,28470,,berkeley.apis.435,Account of receipts and expenditure,,2nd century A.D.,149.0,House at Tebtunis T451,grc,"Accounts, Roman period",,,False
berkeley,berkeley.apis.436,25704,25704,,berkeley.apis.436,Account of receipts and expenditure,One column of an account listing receipts and expenditure in drachmas and obols.,1st century A.D.,50.0,House at Tebtunis T258,grc,"Accounts, Roman period",,,False
berkeley,berkeley.apis.437,25705,25705,p.tebt;2;589v,berkeley.apis.437,List of persons,List of persons arranged partly according to occupation.,Late 1st century A.D.,87.0,House at Tebtunis T258,grc,"Lists, Roman Period",,,False
berkeley,berkeley.apis.438,31376,31376,p.tebt;2;594,berkeley.apis.438,Order for arrest,Order to send up the scribe of the tax collectors.,3rd century A.D.,249.0,House at Tebtunis T325,grc,"Business letters, Roman period",,"To the euschemones and the archephodos of the village Tebtunis. Send up immediately Heraklas son of Saras, scribe of the collectors of grain taxes.",True
berkeley,berkeley.apis.439,14316,14316,sb;10;10539,berkeley.apis.439,Return of a loan,Chration acknowledges the repayment of a loan of 2448 silver drachmas by Thaesis.,18 Oct. 104 A.D.,,Theogonis,grc,"Contracts, Roman period",,"Year eight of Imperator Caesar Nerva Trajanus Augustus Germanicus Dacicus, Phaophi 21, in Theogonis of the division of Polemon in the Arsinoite nome. Chration, son of Horion, about forty-six years old, with a scar on his left shin, acknowledges to Thaesis, daughter of Kronion also called Psenkebkis the son of Marsisouchos, about forty-seven years old, with a scar on her right shin, acting with her guardian, her relative Marepsemis son of Marepsemis, about thirty-seven years old, with a scar on the left side of his nose, that he has received from her, Thaesis, from hand to hand out of the house, two thousand four hundred forty-eight silver drachmas plus interest, which Thaesis owed to Chration by the terms of a contract of loan drawn up by the record-office in Tebtunis in the sixth year of Imperator Caesar Nerva Trajanus Augustus Germanicus Dacicus in the month of Kaisareios on the second intercalary day; and he has turned this contract over to Thaesis for cancellation and invalidation. Neither he, Chration, nor his assignees shall take action against Thaesis or her assignees either about this or about any other matter whatsoever from past time up to the present day. Signatory: Marepsemis son of Herieus. (2nd h.) I, Chration son of Horion, acknowledge that I have received from Thaesis, daughter of Kronion also called Psenkebkis the son of Marsisouchos, the two thousand four hundred forty-eight silver drachmas plus interest which she owed to me by the terms of the afore-stated contract; and I shall not prosecute, as stated above. (3rd h.) Registered by Glaukos, in charge of the record-office of Theogonis. (Title on verso) Agreement of Chration with Thaesis concerning the receipt of 2,448 drachmas.",True
berkeley,berkeley.apis.44,7978,7978,p.tebt;3.2;941,berkeley.apis.44,Official letter from Ptolemaios : to Adamas,"Official letter from Ptolemaios, probably the Oikonomos, to Adamas, manager of the granary, of unclear contents.",Early 2nd century B.C. (Nov./Dec.),-187.0,Mummy cartonnage at Tebtunis 53,grc,"Business letters, Ptolemaic period",,,False
