institution,doc_id,hgv_id,tm_id,ddb_hybrid,filename,title,summary,date_text,date_year_approx,provenance,language,genre,transcription_text,translation_text,has_translation
berkeley,berkeley.apis.4,3709,3709,p.tebt;1;73,berkeley.apis.4,Register of disputed holdings,"Register of landholding soldiers who had been granted arable rent-yielding land instead of unusable land, which should then be brought back to cultivation by them",[113 B.C. or later],,Kerkeosiris,grc,"Registers of land, Ptolemaic period",,,False
berkeley,berkeley.apis.40,3761,3761,p.tebt;4;1094,berkeley.apis.40,Petition from Apollodoros : to Menches,"Beginning of a petition from Apollodoros to Menches, village scribe of Kerkeosiris, regarding the smuggle of oil.",114/113 B.C.,-114.0,Kerkeosiris,grc,"Petitions, Ptolemaic period",,"To Menches, komogrammateus of Kerkeosiris, from Apollodoros, the contractor for the retailing and the tax upon oil at the same village for the 4th year. My tax-farming contract � into extraordinary poverty because of those who are smuggling into the village and illicitly selling contraband oil and kiki � (here the papyrus breaks off)",True
berkeley,berkeley.apis.400,3645,3645,p.tebt;1;9,berkeley.apis.400,Application by Menches for the post of Komogrammateus at Kerkeosiris,"Menches seeks reappointment as komogrammateus (village secretary) at Kerkeosiris, Egypt, promising to pay a certain amount of grains at the village. A certain Dorion adds 60 artabas to the amount promised by Menches.",25 May 119 B.C.,,crocodile cartonnage at Tebtunis 8.3,grc,"Business letters, Ptolemaic period",,"From Menches, village scribe of Kerkeosiris. On being appointed to the post of village scribe previously held by me I will pay at the village 50 artabas of wheat and 50 artabas of pulse, namely 20 artabas of lentils, 10 of bruised beans, 10 of peas, 6 of mixed seeds, 3 of mustard, 1 of parched pulse, total 50; total 100 artabas. The 51st year, Pachon 6. And Dorion will pay 50 artabas of wheat and 10 of pulse, namely 3 of bruised beans, 3 of peas, 3 of mixed seeds, 1 of mustard, total 10; total 60.",True
berkeley,berkeley.apis.401,3647,3647,p.tebt;1;11,berkeley.apis.401,Receipt for payment in kind : draft or copy,"Acknowledgement by Menches, village scribe of Kerkeosiris, Egypt, stating that he has received from Dorion 161 artabas of grains, and Dorion owes him further payments.",119 B.C.,,Crocodile cartonnage at Tebtunis 23.13,grc,"Receipts, Ptolemaic period",,"Menches son of Petesouchos, village scribe of Kerkeosiris in the division of Polemon in the Arsinoite nome, to Dorion son of Eirenaios, one of the first friends. I acknowledge that I have had measured out to me by you in the 51st year 100 artabas of wheat on the dochikon-standard, justly measured, the wheat being new, free from adulteration and sifted, and in like manner 20 artabas of lentils, 13 of bruised beans, 13 of peas, 10 of mixed seeds, 4 of mustard, 1 of parched pulse, total 61 of pulse, 100 of wheat. And from the 52nd year you shall pay me each year 50 artabas of wheat, pure and sifted, on the dochikon-standard, justly measured as is above-written, without lawsuit or judgement or dispute of any kind, or twice the aforesaid amount or the price at the rate of 2000 drachmas for each artaba, and � drachmas consecrated to the gods Euergetai. Let this receipt be valid wherever produced.",True
berkeley,berkeley.apis.402,3652,3652,p.tebt;1;16,berkeley.apis.402,Menches' official letter : to Horos : draft,"Draft of a letter from Menches (village scribe of Kerkeosiris) to Horos, probably the royal scribe, in which he reports about an attack upon the son of the village Epistates (superintendent). At the end of the letter follows in the same hand a note from Horos, royal scribe of Kerkeosiris.",115/114 B.C.,-115.0,Kerkeosiris,grc,"Business letters, Ptolemaic period",,"Menches, village scribe of Kerkeosiris, to Horos, greeting. I reported to you in another letter on the 3rd of the current month the case of Polemon who is performing the duties of Epistates of the village, how he was grossly insulted by Apollodoros and his son. These persons persisting in their violent behavior on the .. Of the same month Mesore broke into the house of Petesouchos the son of Polemon the Epistates armed with a sword and � (carried off) eight drachmas of silver; regarding which Petesouchos has handed in the following statement. Therefore I thought it well to report the matter for your information. To whom it concerns. See that they are made to appear and receive suitable punishment.",True
berkeley,berkeley.apis.403,3650,3650,p.tebt;1;14,berkeley.apis.403,Menches' Official letter : to Horos : draft,"Draft of an official letter from Menches, village scribe of Kerkeosiris, Egypt, to Horos, royal scribe of Kerkeosiris, informing him that he has taken requested measures regarding a judicial inquiry for murder and seizure of property against Heras, son of Petalos, inhabitant of Kerkeosiris.",13 Nov. 114 B.C.,,Kerkeosiris,grc,"Business letters, Ptolemaic period",,"Menches, village scribe of Kerkeosiris in the division of Polemon, to Horos, greeting. You wrote to me that I was to give notice to Heras son of Petalos, an inhabitant of the village, who is arraigned for murder and other offences to appear in three days' time for the decision to be made concerning these charges, and that until the matter was concluded I was to make a list of his property and arrange for it to be placed in bond, and was to send a report stating the measurement, adjoining areas and values of it in detail. Accordingly I gave notice in person to the said Heras on the 14th of the current month at Ptolemais Euergetis that he was to appear for the decision upon the aforesaid charges, and I report that he owns the sixth part of the shrine of the Dioskouroi in the village, on the north and east a canal, of which the total value is one talent of copper. Good-bye. The 4th year, Phaophi 14.",True
berkeley,berkeley.apis.404,3674,3674,p.tebt;1;38,berkeley.apis.404,Official letter from Menches to Horos,"Menches informs Horos that Apollodoros, contractor for the retailing and the tax upon oil at Kerkeosiris, had discovered that oil (a state monopoly) was being smuggled, appending a copy of the petition from the Apollodoros to Menches.",2 Mar. 113 B.C.,,Kerkeosiris,grc,"Business letters, Ptolemaic period",,"Menches, village scribe of Kerkeosiris in the division of Polemon, to Horos, greeting. At the � of the land survey according to crops which took place in Ptolemais Euergetis news reached me that Apollodoros, the seller of oil at the village, had found on the 11th of the month below written a certain Thracian who had been selling oil in the house inhabited by Petesouchos, a leather-seller � handing this Thracian over to Apollonios, who is discharging the duties of Epistates at the said village, together with the contraband goods, to be brought up before the proper officials. With reference to this case Apollodoros has presented to me the subjoined statement. I have therefore thought it right to communicate with you. Good-bye. The 4th year, Mecheir 14. From Apollodoros, the contractor for the disposal of and the tax upon oil in the said village for the 4th year. My enterprise has been made a complete failure owing to the smuggling into the village and illicit sale of smuggled oil and castor oil. Therefore on the 11th of Mecheir, when news had been brought to me that a certain Thracian of Kerkesephis, whose name I do not know, had smuggled oil into the dwelling inhabited by Petesouchos, a leather-seller, and was selling it to Thaesis, who was living in the same house, and to N.N. a gooseherd, and his daughter, inhabitant of the same village, I immediately took the Epistates and the agent of the archiphylakites--as you were not present on the occasion-- to the aforesaid dwelling of the leather-seller, where I found the Thracian indoors, but the contraband goods removed. After a search for it with them I discovered � concealed in a hide and sheepskins belonging to the leather-seller. (Meanwhile the Thracian?) took to flight, and the contraband oil � resulting in a loss to me amounting to 15 talents of copper. I therefore present to you this statement in order that you may subscribe to my statements and forward a copy to the proper officials � Farewell. (Addressed on the verso:) To Horos.",True
berkeley,berkeley.apis.405,3679,3679,p.tebt;1;43,berkeley.apis.405,Petition of Menches to the Sovereigns,"Menches, village scribe of Kerkeosiris, Egypt, and another person, accused of poisoning a certain Haryotes, but released after a trial, seek the support of the Sovereigns Ptolemy VIII Euergetes II and Cleopatra, in their 53rd year of rule. The last two lines (in different hand) contain a directive from the strategos (civil governor of the Nome).",22 May 117 B.C.,,crocodile cartonnage at Tebtunis 28.9,grc,"Petitions, Ptolemaic period",,"To king Ptolemy and Queen Cleopatra the sister and Queen Cleopatra the wife, gods Euergetai, from Menches, komogrammateus of Kerkeosiris in the division of Polemon in the Arsinoite nome, and his brother Polemon. On Hathyr 17 of the present 53rd year it came to our knowledge that Asklepiades, one of the agents of Aminias, Epistates of the phylakitai of the said nome, was to come to the village, and in accordance with (custom) we came to meet him together with the komarches of the village and some of the elders of the cultivators and Demetrios, who is performing the functions of Epistates and archipylakites of the said village, and other persons, and having no � we saluted him. But he arrested us and likewise Demetrios and one of the cultivators, Marres son of Petos, alleging that information had been laid against us and Maron son of Diodoros and Petesouchos son of N.N., and Hermon son of N.N., inhabitants of the said village, and Artemidoros, komogrammateus of Ibion Eikosipentarouron, by Haryotes son of Harsiesis, an inhabitant of Krokodilon polis, to the effect that they had dined with him at a certain inn in the village and he had been poisoned. Asklepiades brought us before Aminias on the 19th of the same month, and the result of the inquiry, at which Amenneus the Basilikos Grammateus was also present, was that we were at once released owing to the fact that we appeared innocent. Therefore being afraid that we may again be molested about the same affair � and be the subject to false accusations and extortion in connection with our reports owing to certain oversights in the matter of your interests, we have been impelled to take refuge with you, and we beseech you, most great and victorious gods, to bestow on us too a portion of that succor which you grant to all, and, since the result of the board of inquiry, at which the Basilikos Grammateus also was present, was that we were declared innocent, to be pleased to give orders for our petition to be sent to Apollonios, your cousin and strategos, who in accordance with your wishes takes care that no acts of injustice are done for the sake of calumny or extortion, in order that no one may be allowed to molest us on the same charges or to annoy us on any pretext whatever, and thus Menches may fulfil for you the duties of his office without hindrance, having obtained succor from you for our whole lives. Farewell. (2nd h.) To Apollonios. If the allegations are correct, see that he is not molested. 53rd year, Pachon 4.",True
berkeley,berkeley.apis.406,3648,3648,p.tebt;1;12,berkeley.apis.406,Two letters of Menches : drafts,Two drafts of official letters from Menches to brother-officials. The first (lines 1-13) is addressed to Herodes. The second letter (lines 14-26) is addressed to Ammonios.,4 Sept. 118 B.C.,,Kerkeosiris,grc,"Business letters, Ptolemaic period",,"Menches to his brother Herodes, greeting and good health. You must know that Ammonios our late agent (?), being in the office of Amenneus the basilikos grammateus, has written to us concerning the detention of Aroteus the son of Petearphres by the basilikos grammateus for the survey of the village and the measurements; and he has written to me to join them. I have asked him to wait for me until the 21st. So soon therefore as you receive this letter �, and for the rest take care of your health. Goodbye. The 52nd year, Mesore 18. Menches to his brother Ammonios, many greetings. I have received the note written by you in which you inform me among other things about � Give the turn-table (?; Gr. periphora) to Dionusios for the survey, and tell him to join them at daybreak; for you know how busy I am, and that I am in attendance upon the strategos. Bid Dionusios wait till I have finished with this work on the 21st. I accept completely your views, and am over-joyed that Athemmeus the .. has been instructed to go up. Let me know in your turn anything that you want, and for the rest please take care of yourself.",True
berkeley,berkeley.apis.407,3651,3651,p.tebt;1;15,berkeley.apis.407,Two official letters of Menches : to Horos : drafts,"Rough drafts of two official letters from Menches, village secretary of Kerkeosiris, Egypt, to Horos, probably the Basilikos Grammateus. Both letters report on matters related to an attack on Polemon, the Epistates (superintendent) of Kerkeosiris.",18 Aug. 114 B.C.,,Kerkeosiris,grc,"Business letters, Ptolemaic period",,"To Horos, greeting. On the 1st of the current month at about the eleventh hour a disturbance occurred in the village, and on running out we found a crowd of the villagers who had come to the assistance of Polemon, who is performing the duties of Epistates of the village. When we inquired into the matter, they informed us that Apollodoros and his son Maron had assaulted Polemon; that Apollodoros had escaped, but Maron had been put in prison; and that the latter had appeared before Ptolemaios the king's relative and strategos on the 1st. We thought it well to notify the matter for your information. Good-bye. The 3rd year, Mesore 2.",True
berkeley,berkeley.apis.408,3644,3644,sb;14;11943,berkeley.apis.408,Notes unidentified,Some loose notes.,May 118 B.C.,,Crocodile cartonnage at Tebtunis 23.13,grc,"Varia, Ptolemaic Period",,,False
berkeley,berkeley.apis.409,3691,3691,p.tebt;1;55,berkeley.apis.409,Official letter from Mousaios: to Menches,"Mousaios writes to his 'brother' Menches, probably the village scribe of Kerkeosiris, Egypt, about various grains.",Between 120 and 110 B.C.,-115.0,Crocodile cartonnage at Tebtunis 23.16,grc,"Business letters, Ptolemaic period",,"Mousaios to his brother Menches, greeting and good health. Since I have decided to travel to Tebtunis on the 8th, I have determined to write to you. Your agent has brought to me one artaba of ami. You will therefore confer a favor on me by sending me two artabas of lentils and two artabas of fenugreek. For the rest take care of yourself, so as to keep in good health. Good-bye. (Addressed on the verso) To Menches.",True
berkeley,berkeley.apis.41,3775,3775,p.tebt;1;140,berkeley.apis.41,Account of expenses,Account of expenses connected with the notary office of Theogonis and Kerkethoeris.,7 Oct. 72 B.C.,,Theogonis and Kerkethoeris?,grc,"Accounts, Ptolemaic period",,,False
berkeley,berkeley.apis.410,7830,7830,p.tebt;3.1;708,berkeley.apis.410,Official circular,"Copy of notification addressed to various officials of four nomes (Aphroditopolite, Heracleopolite, Oxyrhynchite, and Cynopolite) in Egypt, that they are to be visited by Lysimachos, sent out to collect sums owing on account of grain dues. Some matter, now lost, apparently preceded remaining text.",Late 3rd century B.C.,-213.0,mummy cartonnage at Tebtunis 9,grc,"Business letters, Ptolemaic period",,"Tybi .. To the � and the nomarchs and oikonomoi and basilikoi grammateis of the Aphroditopolite and Herakleopolite and Oxyrhynchite and Kynopolite nomes and to the archiphylakitai and phylakitai, greeting. Lysimachos has been sent [to collect] the amounts which are further owing � for the value of wheat in your districts. You will therefore do well on being summoned for this purpose ... (Here the papyrus breaks off.)",True
berkeley,berkeley.apis.411,3660,3660,p.tebt;1;24,berkeley.apis.411,Official letter,"A copy, in the hand of Menches, Komogrammateus (village secretary) of Kerkeosiris, of the indictment of certain officials (most likely village secretaries) from three divisions of the nome concerned with the crops, who have apparently made false reports. Appended is a much mutilated note concerning the decision of the superior official upon the case.",14 Apr. 117 B.C.,,crocodile cartonnage at Tebtunis 17.3,grc,"Business letters, Ptolemaic period",,,False
berkeley,berkeley.apis.412,13471,13471,p.tebt;2;311,berkeley.apis.412,Lease of temple land,Onnophris leases 2 arouras of temple land to Taorseus for 19 years.,27 Aug. 134 A.D.,,Theogonis,grc,,,"The 18th year of Imperator Caesar Trajanus Hadrianus Augustus, the 4th intercalary day of the month Kaisareios, at Theogonis in the division of Polemon of the Arsinoite nome. Onnophris son of Pakebkis, priest of the temple of the god Kronos at Tebtunis, aged about 60, having a scar on his left wrist, has leased to Taorseus daughter of Kronion, aged about 38, with no distinguishing mark, with her guardian who is her kinsman, Kollouthos son of Paopis, aged about 60, having a scar on his right knee, out of the public temple land registered under the name of Onnophris at Tebtunis, the two arouras, or whatever be the number, in one lot in the so-called Newly-planted field. This lease is for 19 years more after the period of the other leases previously granted to Taorseus by Onnophris, which shall remain valid, in return for all the public dues and extra payments and transport charges for the expedition of grain, which Taorseus shall pay to the state annually, and Onnophris shall guarantee her with every guarantee because Onnophris had been persuaded by Taorseus by the consideration which he has received. The signatory is Pakebkis the son, since his father writes slowly. (3rd h.) I, Onnophris son of Pakebkis, have leased the 2 arouras for 19 years more. (4th h.) I, Onnophris son of Pakebkis, have leased to Taorseus the 2 arouras for 19 years more after the periods of the three leases in return for the payment of the public dues and have been persuaded as aforesaid. I, Pakebkis, signed the lease since my father writes slowly. (5th h.) I, Taorseus daughter of Kronion, with my guardian my kinsman Kollouthos son of Paopis � (6th h.) Registered through the record-office in Theogonis.",True
berkeley,berkeley.apis.413,5371,5371,p.tebt;3.1;785,berkeley.apis.413,Onnophris' petition to Phanias,"Petition of Onnophris, farmer of crown lands at Oxyrhyncha, Egypt, complaining that the wife of his deceased brother and former partner has falsely accused him of stealing an amount of grains from his brother's property, and that he, in consequence, was disturbed from his land and house.",July/Aug. 138 B.C.,,Oxyrhyncha,grc,"Petitions, Ptolemaic period",,"To Phanias, one of the first friends and strategos and supervisor of the revenues, from Onnophris son of Petemounis, one of the cultivators of Crown land of Oxyrhyncha. I was engaged in company with my brother Mestasytmis also called Pates, son of Petemounis, in the cultivation of 12 arouras of crown land at the village; and in the 32nd year, in Epeiph, my above-mentioned brother passed away, leaving neither seed-grain nor anything else at all, and so I was forced to take over all the land. While I was engaged in irrigation and work the former wife of Mestasytmis, Aynchis, mischievously wishing to practice extortion on me contrary to your intentions and the right, submitted memoranda against me, pretending I had carried off out of Mestasytmis' property 10 artabas of wheat and 10 of fenugreek, though nothing of the sort had occurred, and through her false statement it came about that I was unreasonably disturbed from the crown land, and further she went and sealed up my house, in which was as much as 2 artabas of fenugreek. For this reason I take refuge with you and beg you, if you think fit, to have a letter written to Sarapion the Epistates, ordering him to send her before you in order that I may obtain justice and she be punished. If this is done, I shall have received succor. Farewell.",True
berkeley,berkeley.apis.414,25693,25693,p.tebt;2;290,berkeley.apis.414,Order for arrest,The strategos (civil governor) orders the Epistates of Tebtunis to send up two persons.,Late 1st or early 2nd century A.D.,100.0,House at Tebtunis (no T-number),grc,"Business letters, Roman period; Seals (Numismatics)",,"To the Epistates of Tebtunis. Send up Galates and his wife, both children of Kronion, who are accused by Semele daughter of Akousilaos.",True
berkeley,berkeley.apis.415,13457,13457,p.tebt;2;294,berkeley.apis.415,Application for the purchase of a priestly office : copy,"Pakebkis, son of Marsisouchos, expresses his desire to buy the office of Prophetes at the temple of Soknebtunis (Tebtunis, Egypt).",5 Jan. 147 A.D.,,House at Tebtunis T8,grc,"Contracts, Roman period",,"Copy. To Tiberius Claudius Justus, administrator of the private accounts, from Pakebkis son of Marsisouchos, exempted priest from the famous temple of Soknebtunis also called Kronos and the most great associated gods situated at the village of Tebtunis in the division of Polemon in the Arsinoite nome. I wish to purchase the office of prophetes in the aforesaid temple which has been for a long time offered for sale, on the condition that I shall � and carry the palm-branches and perform all the other functions attaching to the office and receive in accordance with the orders the fifth part of the whole revenue which falls to the temple, at the total price of 2200 drachmas instead of the 640 drachmas long ago offered by Marsisouchos son of Pakebkis, which sum I will, as soon as my appointment is ratified, pay into the local public bank at the accustomed dates; and I and my descendants and assigns shall have the permanent ownership and possession of the office for ever with all the same privileges and rights, on payment of 200 drachmas for admission. If therefore it seem good to you, my lord, you will ratify my appointment here at the metropolis upon these terms, and write to the strategos of the nome on the matter, in order that the due services of the gods who love you may be performed. The fifth share of the proceeds of the revenues which falls to me, as aforesaid, after the expenses are paid is 50 artabas of wheat, 9 5/6 artabas of lentils, and 60 drachmas of silver. Farewell. The 10th year of Imperator Caesar Titus Aelius Hadrianus Antoninus Augustus Pius, Tybi 10.",True
berkeley,berkeley.apis.416,13464,13464,p.tebt;2;304,berkeley.apis.416,Petition concerning assault,"Pakebkis petitions Longinus, Decurion of the Arsinoite Nome, about an attack upon him and his brother by a certain Satornilus.",167/168 A.D.,167.0,House at Tebtunis T101,grc,"Petitions, Roman period",,"To Longinus, decurion of the Arsinoite nome, from Pakebkis son of Onnophris from the village of Tebtunis, exempted priest of the famous temple in the village. On the 30th of the month Epeiph, when the hour was late, one Satorneilos, with a great many others, I know not why, having no complaint against us, picked a quarrel, going so far as to rush in with staves, and seizing my brother Onnophris they wounded him, so that his life is endangered in consequence. Wherefore, sir, being careful for the danger to his life, I submit this statement and beg you to order him (the perpetrator) to be brought before you so that he may take the consequences, and that I may obtain the requisite satisfaction. The 8th year of Antoninus and Verus the Lords Augusti Armeniaci Medici Parthici Maximi.",True
berkeley,berkeley.apis.417,13543,13543,p.tebt;2;387,berkeley.apis.417,Deposit of public money,"Panesis acknowledges having received 120 drachmas from Dioskoros, to be repaid on demand.",28 June 73 A.D.,,House at Tebtunis T7,grc,"Contracts, Roman period",,"Panesis son of Pakebkis to Dioskoros son of Maron, greeting. I have from you on deposit from hand to hand out of the house, from the public moneys which you administer, 120 drachmas, which I will repay whenever you choose, without any delay or excuse. The fifth year of Imperator Caesar Vespasianus Augustus, Epeiph 4.",True
berkeley,berkeley.apis.418,13460,13460,p.tebt;2;300,berkeley.apis.418,Declaration of death,"Paopis informs Melanas, village scribe of Tebtunis, Egypt, of the death of his father Psoiphis.",9 Feb. 151 A.D.,,House at Tebtunis T14,grc,"Declarations, Roman Period",,"To Melanas, village scribe of Tebtunis, from Paopis son of Phoiphis the son of Paopis, exempted priest of the famous temple at Tebtunis. My father Psoiphis son of Paopis and Asis of the said village, exempted priest of the said temple, died in the month Tybi of the present 14th year of Antoninus Caesar the Lord. Wherefore I present this notice, that this name may be struck off and may be inscribed in the list of such persons, and I swear by the Fortune of Antoninus Caesar the Lord that the information above given is true. (2nd h.) I, Paopis son of Psoiphis, have presented (the notice). (1st h.) The 14th year of Imperator Caesar Titus Aelius Hadrianus Antoninus Augustus Pius, Mecheir 15. (3rd h.) I, Melanas, village scribe, have received a copy of this. The 14th year of Imperator Caesar Titus Aelius Hadrianus Antoninus Augustus Pius, Mecheir 15. (On the verso) Declaration of death of Phyphis son of Paopis.",True
berkeley,berkeley.apis.419,3686,3686,p.tebt;1;50,berkeley.apis.419,Petition from Pasis : to Menches,"Pasis complains to Menches that his neighbor, against an order from Menches himself, has still damned up the canal by which Pasis waters his plot of crown land, causing a loss of produce.",112/111 B.C.,-112.0,Crocodile cartonnage at Tebtunis 23.2,grc,"Petitions, Ptolemaic period",,"To Menches, village scribe of Kerkeosiris, from Pasis son of Petesouchos, cultivator of crown land from the same village. It is an old-established custom to water the royal land belonging to me in the neighborhood of the said village by means of the royal conduit which passes through the adjacent crown and temple land of Lykos son of Zopyrion, and others. Now in the 2nd year during my absence from home on pressing matters for Asklepiades (the king's) cousin, the aforesaid Lykos thinking that he had a favorable opportunity dammed up that part of the above-mentioned conduit which lay on his own land. The result of this was that I missed the right season for the irrigation of the land, and incurred a loss amounting to 30 artabas of wheat besides 3 talents of bronze for the expenses of other irrigation works. I therefore at the time took you and Horos the komarches and the elders of the cultivators and pointed out the damage and the dammed-up conduit, and you decided that the aforesaid Lykos should dig out his part and that I should use it for irrigation according to custom, as is my right. Up to the present time, however, he has not done so, but procrastinates, causing me every year to miss the proper season for irrigating and watering the crops, and involving me in the aforesaid loss in wheat and money, the total of which is from the 2nd to the 6th year 150 artabas of wheat and 15 talents of bronze. Wherefore, because my crops did not meet my expectations I was impoverished; and I make this complaint to you in order that you may subscribe to my statements and further forward a copy of the petition to the proper officials, so that the accused Lykos having been made to appear may be compelled first of all to dig out the conduit as it was before and to forfeit the damage aforesaid, the 150 artabas of wheat and the 15 talents of bronze. I shall then be enabled to pay without hindrance the rent of the land and no loss will result to the king. Farewell.",True
berkeley,berkeley.apis.42,5372,5372,p.tebt;3.1;786,berkeley.apis.42,Petition from the farmers of Crown lands at Oxyrhyncha : draft,"Crown tenants at Oxyrhyncha petition to Phanias (Strategos and overseer of the revenues), asking for his protection against possible oppression by other officials.",ca. 138 B.C.,,Oxyrhyncha,grc,"Petitions, Ptolemaic period",,"To Phanias, one of the first friends and strategos and overseer of the revenues, from the farmers of crown land at Oxyrhyncha. Since we have done our best at your bidding and sown the Crown land we farm and borrowed no small sum of money to avoid any deficiency and conveyed the produce of the land to the royal threshing-floor and delivered it to the royal store, guarding against the extortions practiced by certain officials whose conduct is not of the best and who transgress the regulations dealing with the position of cultivators of crown land and the injunctions that have proceeded from you to the epistatai about such matters, we beg you, if it seem good, to come to our aid and that of the crown revenues, and order a letter to be written to Demetrios and Stephanos, epistatai, that in accordance with the above they should permit no one in any way to tax us unfairly or force his way on to the threshing-floors, but send all such before you with no removal of any kind on their part, so that you may pass judgement publicly on them. If this is done, we shall be enabled to pay our rents in full, thanks to the help obtained from you, and the crown will suffer no loss. Farewell.",True
berkeley,berkeley.apis.420,5347,5347,p.tebt;3.1;744,berkeley.apis.420,Letter of Patron,"Letter from Patron, resident of Oxyrhynchite Nome, chiefly dealing with private matters.",21 Mar. 245 B.C.,,mummy cartonnage at Tebtunis 9,grc,"Private letters, Ptolemaic period",,"Goodbye. The 2nd year, Tybi 30. Patron to --ippos, greeting. Ptolemaios the merchant's son has written to � his father of the way in which we instructed you about the 50 drachmas o as to make another loan (?) until our boat starts. Give him therefore my letter lest you lose the chance. I have written for you a copy of his letter to me and of what he writes to his father. He brings you some � lotus-fruit. Goodbye. The 2nd year, Tybi 30.",True
berkeley,berkeley.apis.421,28424,28424,p.tebt;2;411,berkeley.apis.421,Letter from Paulinus : to Heron,"Paulinus informs Heron, his son, that the Epistrategos (civil governor) had made inquiries for him and urges him to come at once.",2nd century A.D.; 28 Apr.,149.0,House at Tebtunis T267,grc,"Private letters, Roman Period",,"Paulinus to his son Heron, greeting. Immediately upon receiving my letter come up instantly, for his highness the epistrategos has made several inquiries for you. He might even have proscribed you, had I not promised that you would be present today. Do not therefore fail; do not be disturbed however, for when you come you will know what it means. I pray for your good health. Pachon 3.",True
berkeley,berkeley.apis.422,78767,78767,p.tebt;1;29,berkeley.apis.422,Official letter from Petesouchos : to the chrematistai,"Petesouchos, village scribe of Kerkeosiris, petitions the chrematistai (Egyptian judges) for postponement of a pending trail against him.",ca. 110 B.C.,,Kerkeosiris,grc,"Petitions, Ptolemaic period",,"To the chrematistai whose clerk is Do[�] from Polemon also called Petesouchos, village scribe of Kerkeosiris in the division of Polemon. Akousilaos and Ptolemaios, both sons of Herakleides and inhabitants of the said village, have presented to me from you a copy of a petition alleging that I had defrauded them of some land, about which I too have presented to you a memorandum rebutting their charge. Since the proper time for the vintage(?) has arrived and excessive care is necessary to produce sufficient revenue, and I have impending the payment of the taxes and items of the grain-dues for which my office is responsible, I ask you, as the occasion itself requires, to give orders that my case shall be postponed until I am free from the labors above mentioned, in order that I may not be hindered in my duties.",True
berkeley,berkeley.apis.423,3713,3713,p.tebt;1;77,berkeley.apis.423,Register of land,"Register of land the revenue of which was set aside for a special, unknown purpose.",Mar. 110 B.C. ?,,Kerkeosiris,grc,"Registers of land, Ptolemaic period",,"The 7th year, from Petesouchos, village scribe of Kerkeosiris. It is reported that the land near the village which formerly belonged to Ptolemaios son of Philinos is in the (category of land) the produce of which is set aside, which land was brought under cultivation in the 49th year by Dionysios the supervisor and was cultivated in the 7th year by Peteskontis and his associates. The area is 16 1/2 arouras producing 20 (?) artabas.",True
berkeley,berkeley.apis.424,3714,3714,p.tebt;1;78,berkeley.apis.424,Register of land,"Register of land the revenue of which was set aside for a special, unknown purpose. Below it is a royal oath vouching for the correctness of the statement.",Between 110 and 108 B.C.,-109.0,Kerkeosiris,grc,"Registers of land, Ptolemaic period",,"The .. year, from Petesouchos, village scribe of Kerkeosiris. List, yielded by the inquiry held by Horos the Basilikos Grammateus after the survey of the same year concerning the area sown of the land at Kerkeosiris which is in the category of the revenue which is set aside, stating also the several amounts in excess which result. The total amount reclaimed from the unprofitable land being 78 arouras, of this number 16 1/2 arouras are under cultivation ... I swear by Queen Cleopatra and King Ptolemy, gods Philometores Soteres, and their ancestors and by Sarapis and Isis and all the other gods and goddesses, that I have presented the aforesaid report and have made no false statement. If my oath is true may it be well with me, but if false the reverse.",True
berkeley,berkeley.apis.425,7849,7849,p.tebt;3.1;771dupl,berkeley.apis.425,Petition from Petesouchos to the king and queen of Egypt,"Petesouchos complains to the sovereigns of Egypt that he was being disturbed in the possession of his house at Oxyrhyncha by Stratonike, daughter of Ptolemaios, of Krokodilon Polis.",Mid second century B.C.,,Oxyrhyncha,grc,"Petitions, Ptolemaic period",,"To king Ptolemaios and Queen Kleopatra, his sister, motherloving gods, greeting from Petesouchos son of Petos, Crown cultivator from the village of Oxyrhyncha in the division of Polemon in the Arsinoite nome. I live in Kerkeosiris in the said nome, and there belongs to me in the aforesaid village of Oxyrhyncha a house inherited from my father, possessed by him for the period of his lifetime and by myself after his decease up to the present time with no dispute. But Stratonike daughter of Ptolemaios, an inhabitant of Krokodilon polis in the aforementioned nome, mischievously wishing to practice extortion on me, coming with other persons against the aforesaid house, forces her way in before any judgement has been given and � in the village about � the house, coming in and laying claim to it wrongfully. I therefore pray you, mighty gods, if you see fit, to send my petition to Menekrates, archisomatophylax and strategos, so that he may order Stratonike not to force her way into the house, but, if she thinks she has grievance, to get redress from me in the proper manner. If this is done, I shall have received succor. Farewell.",True
