doc_id,hgv_id,tm_id,ddb_hybrid,filename,date_text,date_year_approx,provenance,language,transcription_text,translation_text,has_translation
t.vindol.2.308,114542,114542,t.vindol;2;308,t.vindol.2.308,ca. AD 92-7,7.0,Vindolanda,la,vestiges atto at t i salutem al ere,,False
t.vindol.2.309,114543,114543,t.vindol;2;309,t.vindol.2.309,ca. AD 97-102/3,3.0,Vindolanda,la,Me tt o Adue c to plurimam s u o salutem missi tibi materias per Saconem modiola n umero xxxiiii axes axses carrarios n umero xxxiix inibi axis axsis torna t us n umero i radia n umero ccc axes axses ad lectum n umero xx v i sessiones n umero viii bruscas n umero ii p lu t e a n umero xx n umero xxix ilia n umero vi m issi tibi pelliculas caprinas n umero vi opto bene ualeas frater,,False
t.vindol.2.310,114544,114544,t.vindol;2;310,t.vindol.2.310,ca. AD 97-102/3,3.0,Vindolanda,la,Chrauttius Veldeio su o fratri contubernali antiquo pluri mam salutem et rogo te Veldei frater miror quod m ihi tot tempus nihil rescripsti a parentibus nos tris si quid audieris aut quo t m in quo numero sit et illum a me salutabis s uerbis meis et Virilem ueteri n arium rogabis illum ut forficem quam mihi promis si t pretio mittas per aliquem de nos tris et rogo te frater Virilis salut e s a me T hu t te n am sororem Velbute iu m rescribas nobis c um se habeat opt o opt sis felicissimus uale londini Veldedeio equisioni co n s cos ularis a Chrauttio f ra tre,,False
t.vindol.2.311,114545,114545,t.vindol;2;311,t.vindol.2.311,ca. AD 97-102/3,3.0,Vindolanda,la,Sollemnis Paridi fratri pluri mam salut e m ut scias me recte ualere quod te inuicem fecisse cupi o homo impientissi me inpientissi me qui mihi ne unam e pistulam misisti sed put o me humanius facere qui tibi scrib o t ibi fr a ter contubernalem meum salutabis a me Diligen tem et Cogitatum et Corinthum et rog o mittas mihi n o mina m ter m e Paridi luc or coh o rtis iii Batauo rum a Solle mni o,,False
t.vindol.2.312,114546,114546,t.vindol;2;312,t.vindol.2.312,ca. AD 97-102/3,3.0,Vindolanda,la,ad quem cum pr i m u m potes r og o uenias habemus eni m a re m de rebus quas m i h i miseras mi sseras non q ille sciat e sc ri p sisse s c vestiges d eb eo tibi denarios x can didu m et nata l em u m rogo aliqui d o rum mihi m itt as r ogo vir cium ex ci p i as be n e opto bene ualea s ua l e coris t s t vestig cessaucio ni ri n dup licario a tullioni,,False
t.vindol.2.313,114547,114547,t.vindol;2;313,t.vindol.2.313,ca. AD 97-102/3,3.0,Vindolanda,la,sacerdo t em quem rogo ut ad verecun dum p raef ectum de f es,,False
t.vindol.2.314,114548,114548,t.vindol;2;314,t.vindol.2.314,ca. AD 97-102/3,3.0,Vindolanda,la,mi s si quae calcem petere n t quam nobis commo d asti quas rogo continuo iubeas onerari ut prim o mane nobis ite m,,False
t.vindol.2.315,114549,114549,t.vindol;2;315,t.vindol.2.315,ca. AD 97-102/3,3.0,Vindolanda,la,ut carrula uobis den tur et alias ad vocusium afr icanum praefectum r r um quem modum carrulorum missurus sis domine deliberare tecum debes ad lapidem portandum v oconti enim cent u carrul i s uno die la nisi rogas vocont i ut lepidem ex p non explicabi rogo ut rescri bas quid uelis me opto ben e ualeas,,False
t.vindol.2.317,114550,114550,t.vindol;2;317,t.vindol.2.317,ca. AD 97-102/3,3.0,Vindolanda,la,ra r mur detu ita ut iuss isti iuss er a s om o n ti vestiges co m ad co gn iti on em inscri b da m cognitionem m misi a e t vestiges me nt um,,False
t.vindol.2.318,114551,114551,t.vindol;2;318,t.vindol.2.318,ca. AD 97-102/3,3.0,Vindolanda,la,domine comm ex cohor t e cui praesu m missi ad te ideo ut poss,,False
t.vindol.2.319,114552,114552,t.vindol;2;319,t.vindol.2.319,ca. AD 97-102/3,3.0,Vindolanda,la,lib r v erani o suo salutem bi aliquan do ram qu praef ecto coh ortis a lib centuriae,,False
t.vindol.2.320,114553,114553,t.vindol;2;320,t.vindol.2.320,ca. AD 97-102/3,3.0,Vindolanda,la,libenti del ec t or a t o nem et p actam et ru r de i n d e om iser as d de sert ores vestig uale bl o,,False
t.vindol.2.321,114554,114554,t.vindol;2;321,t.vindol.2.321,ca. AD 97-102/3,3.0,Vindolanda,la,s fado suo salutem opto male tibi euenia t u t pe r,,False
t.vindol.2.322,114555,114555,t.vindol;2;322,t.vindol.2.322,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges neo seruo ru m vestiges et balteum me mihi subripuerunt,,False
t.vindol.2.323,114903,114903,t.vindol;2;323,t.vindol.2.323,ca. AD 97-102/3,3.0,Vindolanda,la,offici erat imposuisse inposuisse u ilitatis est quas tamen h i ternis uictoriatis n tatas ex ratiunculis b imo,,False
t.vindol.2.324,114904,114904,t.vindol;2;324,t.vindol.2.324,ca. AD 97-102/3,3.0,Vindolanda,la,qu e res scriber e u peruenisses vin rog c o is felicissima na et nos amare s a i nn a,,False
t.vindol.2.325,114905,114905,t.vindol;2;325,t.vindol.2.325,ca. AD 97-102/3,3.0,Vindolanda,la,ius fontanus su o salut em piscam te p quam me ip s um instruere me s ni o ni o,,False
t.vindol.2.326,114556,114556,t.vindol;2;326,t.vindol.2.326,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges n ul i c larissim u ir de u s enim illis ve recundi furis ma l r i s p vestiges d i cu n ua s rogo sicut here coepis ti i nquiras i n q u a vestiges,,False
t.vindol.2.327,114557,114557,t.vindol;2;327,t.vindol.2.327,ca. AD 97-102/3,3.0,Vindolanda,la,et a d run t secum in aere minuto quia g r,,False
t.vindol.2.328,114558,114558,t.vindol;2;328,t.vindol.2.328,ca. AD 97-102/3,3.0,Vindolanda,la,dicebas te debere potes si uis cras id est,,False
t.vindol.2.329,114559,114559,t.vindol;2;329,t.vindol.2.329,ca. AD 97-102/3,3.0,Vindolanda,la,iubeas agilem conturmalem,,False
t.vindol.2.330,114560,114560,t.vindol;2;330,t.vindol.2.330,ca. AD 97-102/3,3.0,Vindolanda,la,ma m uiatico me o re quod ante an,,False
t.vindol.2.331,114561,114561,t.vindol;2;331,t.vindol.2.331,ca. AD 97-102/3,3.0,Vindolanda,la,s alu tem rogo g rogo fr a ter rater carissim karissim,,False
t.vindol.2.332,114562,114562,t.vindol;2;332,t.vindol.2.332,ca. AD 97-102/3,3.0,Vindolanda,la,salu t em summas tibi domine gratias,,False
t.vindol.2.333,114563,114563,t.vindol;2;333,t.vindol.2.333,ca. AD 97-102/3,3.0,Vindolanda,la,a b arcano an set libr o s exse,,False
t.vindol.2.334,114564,114564,t.vindol;2;334,t.vindol.2.334,ca. AD 97-102/3,3.0,Vindolanda,la,saluto et indico a udientibus c u m p sc ripseras pa su p eri u i s ui smi ter di,,False
t.vindol.2.335,114565,114565,t.vindol;2;335,t.vindol.2.335,ca. AD 97-102/3,3.0,Vindolanda,la,fe ro sed c ra vestiges i deo esse s ci r vestiges u ad torio de c e ss e vestiges em uale s,,False
t.vindol.2.336,114566,114566,t.vindol;2;336,t.vindol.2.336,ca. AD 97-102/3,3.0,Vindolanda,la,r unt f a tigat e milare ad usum t enim a d ca s r e ra m adir e vin vestiges,,False
t.vindol.2.337,114567,114567,t.vindol;2;337,t.vindol.2.337,ca. AD 97-102/3,3.0,Vindolanda,la,e ura n u m n on secatur ra castrensia castresia eu um t nec mi,,False
t.vindol.2.338,114568,114568,t.vindol;2;338,t.vindol.2.338,ca. AD 97-102/3,3.0,Vindolanda,la,a liqu e e m vestiges r m i vestiges quam vindol,,False
t.vindol.2.339,114569,114569,t.vindol;2;339,t.vindol.2.339,ca. AD 97-102/3,3.0,Vindolanda,la,f s rti tionem et suasit me ba scriptio scribtio,,False
t.vindol.2.340,114570,114570,t.vindol;2;340,t.vindol.2.340,ca. AD 97-102/3,3.0,Vindolanda,la,a utem b am libente r vestiges i en m vestiges s praestare parati duos antum e us,,False
t.vindol.2.341,114906,114906,t.vindol;2;341,t.vindol.2.341,ca. AD 97-102/3,3.0,Vindolanda,la,im o carissime karisime ab trophim o conlega,,False
t.vindol.2.342,114907,114907,t.vindol;2;342,t.vindol.2.342,ca. AD 97-102/3,3.0,Vindolanda,la,a m us ro g amus f e c tu ne ce ssita tr is i gnosc a s s e,,False
t.vindol.2.343,114571,114571,t.vindol;2;343,t.vindol.2.343,ca. AD 104-20,20.0,Vindolanda,la,Octauius Candido fratri suo salutem a Marino ner u i pondo centum explicabo e quo tu de hac re scripseras ne menti o nem mihi fecit aliquotiens tibi scri p seram s pi cas me emisse p r op e m odios quinque milia prop ter quod denarii mihi necessarii necessari sunt nisi mittis mi aliquid aliquit denariorum minime quingentos futurum est ut quod arrae arre dedi perdam denarios circa trecentos et erubes cam ita rogo quam primum aliquid aliquit denariorum mi mitte coria quae que scribis esse Cataractonio scribe dentur mi et carrum karrum de quo scribis et quid quit sit cum eo carro k arro mi scribe iam illaec illec p e t issem nisi nissi iumen t a non curaui vexare uexsa r e dum uiae malae male sunt u i de cum T ertio de denariis viii s emisse quos a Fatale accepit non illos mi accepto tulit sci to me m ae explese exple coria clxx et bracis excussi habeo m odios cxix fac denarios mi mittas ut poss i m spicam habere in excusso rio iam autem si quid quit habui p erexcussi contuber nalis fronti amici hic fuerat desiderabat coria ei ad signarem et ita denarios datur us datur urus erat dixi ei coria in tra K alendas Martias daturum idibus Ianuariis constituerat se uentur um nec interueni t nex curauit accipere cum haber e t cori a si pecuniam d aret dabam ei Fronti nium Iulium audio magno lice re pro coria t ione quem hic comparauit denarios quinos saluta Spectatum I anua r iu m Firmum epistulas a Gle uc one accepi u al e Vindol,,False
