accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,,,21198/zz0021nswk,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 31 ",,,,,,,,,,,,,197134,0,360754,,,,clay,Alisar d 2200m,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 31 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsx3,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 32 ",,,,,,,,,,,,,197135,0,360755,,,,clay,Alisar d 2200h,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 32 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nszm,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 33 ",,,,,,,,,,,,,197136,0,360756,,,,clay,Alisar d 1776,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 33 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt0m,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 34",,,,,,,,,,,,,197137,0,360757,,,,clay,Alisar d 2200f,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 34",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt14,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 9': GK 95e,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 35",,,,,,,,,,,,,197138,0,360758,,,,clay,Alisar d 2200p,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 35",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt2n,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 36 ",,,,,,,,,,,,,197139,0,360759,,,,clay,Alisar d 2200q,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 36 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt35,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 37 ",,,,,,,,,,,,,197140,0,360760,,,,clay,Alisar d 2200r,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 37 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt4p,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 38 ",,,,,,,,,,,,,197141,0,360761,,,,clay,Alisar d 2200s,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 38 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt56,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,190: Szamsi-Adad.Ikun-piya.06.00,Ikun-piya DUMU Szalim-Assur,2018-10-21,190: Szamsi-Adad.Ikun-piya.06.00,20070212 dahl,"OIP 027, 39",,,,,,,,,,,,,197142,0,360762,,,,clay,Alisar d 2860j,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 39",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt6q,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 3': GKT 32b,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 40",,,,,,,,,,,,,197143,0,360763,,,,clay,Alisar d 2860k,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 40",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt77,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 41",,,,,,,,,,,,,197144,0,360764,,,,clay,Alisar d 2200t,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 41",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt8r,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 42 ",,,,,,,,,,,,,197145,0,360765,,,,clay,Alisar d 2200u,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 42 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nt98,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 43 ",,,,,,,,,,,,,197146,0,360766,,,,clay,Alisar d 2860l,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 43 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021ntbs,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: obv. 7: x x x auf d kopie schraeg; obv. 8: x ... auf d kopie schraeg,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 44 ",,,,,,,,,,,,,197147,0,360767,,,,clay,Alisar d 2200k,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 44 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021ntc9,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 45 ",,,,,,,,,,,,,197148,0,360768,,,,clay,Alisar d 2860m,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 45 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151jh,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 46, Frag. A",,,,,,,,,,,,,197149,0,360769,,,,clay,Alisar d 2200v,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 46, Frag. A",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151k1,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 46, Frag. B ",,,,,,,,,,,,,197150,0,360770,,,,clay,Alisar d 2200v bis,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 46, Frag. B ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151mj,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 28: vd Osten, OIP 29, 208",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 47 ",,,,,,,,,,,,,197151,0,360771,,,,clay,Alisar d 2200w,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 47 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151n2,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 48 ",,,,,,,,,,,,,197152,0,360772,,,,clay,Alisar d 2200x,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 48 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151pk,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: e. 2: 1 senkr.keil<>; rev. 5: <>nach kopie. umschr: a-na,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 49a+b",,,,,,,,,,,,,197153,0,360773,,,,clay,Alisar e 844,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 49a+b",uncertain (mod. Alisar),,1935,,,Sx,,,,,,,,no translation,,
,,,,21198/zz002151q3,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 2'-7': Lewy, RA 35, 84; 2': GKT 52d",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 50",,,,,,,,,,,,,197154,0,360774,,,,clay,Alisar e 0291,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 50",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151rm,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 51 ",,,,,,,,,,,,,197155,0,360775,,,,clay,Alisar e 0393,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 51 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151s4,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 52 ",,,,,,,,,,,,,197156,0,360776,,,,clay,Alisar e 0292,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 52 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151tn,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 3: Hirsch, UAR A.139",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 53",,,,,,,,,,,,,197157,0,360777,,,,clay,Alisar e 2321,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 53",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz002151v5,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 13-16: Larsen, OACP 46A.3; 20: GKT 17g",,"Oriental Institute, University of Chicago, Chicago, Illinois, USA",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 54",,,,,,,,,,,,,197158,0,360778,,,,clay,OIM A12538,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"OIP 027, 54",Kanesh (mod. Kültepe),,1935,"Ulshöfer, FAOS Beih 4, 294",,,,,,,,,,no translation,,
,,,,21198/zz002151wp,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 1: GKT 8b; 10: GKT 40A.5; 12, 19, 14: GKT 8b; 25-35: Bilgic Appellativa 50; 34: GKT 122a; 41, 42, 46: GKT 8a; 51 GKT 97e; 52: GKT 8a; 7. _ku3-babbar_ szi2-im-szu 3 a-ri sza al-pi3-im 9 _gin2_; 10: NB: kopie: 6 ma-na; 25: ABZ 295ee",,"Oriental Institute, University of Chicago, Chicago, Illinois, USA",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 55",,,,,,,,,,,,,197159,0,360779,,,,clay,OIM A02532,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 55",Kanesh (mod. Kültepe),,1935,"Ulshöfer, FAOS Beih 4, 589",,,,,,,,,,no translation,,
,,,,21198/zz002151x6,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 1-2: GKT sz 110a; 2: GKT sz 91c; 3: GKT 68b; 4: GKT 17f. 91c; 6: GKT 63c; 18-31: Garelli, AC 243A.1; 29: GKT 91h+A.; 33-44: Michel, Fs Garelli 260A.43; 37-40: Lewy, HUCA 27, 70A.300; 38-40: Garelli, AC 202A.5; rev. 14: ma ueber rasur; rev. ","Evans, Jean M., Green, Jack & Teeter, Eimly, eds., Highlights (2017) 058-059","Oriental Institute, University of Chicago, Chicago, Illinois, USA",,envelope 72 x 59 x 16,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 57 & 61",,,,,,,,,,,,68,197160,0,360780,,,,clay,OIM A00094 & OIM A06009,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"OIP 027, 57 & 61",Kanesh (mod. Kültepe),,1935,,,,,,,,,,16,no translation,53,
,109: Naramsin.Enna-Suen.05.00 to Naramsin.Masi-ili.06.00,,,21198/zz002151zq,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 5-16: Lewy, HUCA 27, 3A.9; 22-30: dupCCT 11b; 23: GKT 82d; 1/3 _ma-na_ 5 _gin2_ a-ru-pa2-am i-e2-er; 11: gelb n. gin2_: <_ku3-babbar_>; rev. 1: Michel:-SI/PA",,"Oriental Institute, University of Chicago, Chicago, Illinois, USA",,,2/12/2007,Naramsin.Masi-ili.06.00,,2018-10-21,"109: Naramsin.Enna-Suen.05.00, Naramsin.Akutum+.02.00, Naramsin.Akutum.05.00, Naramsin.Akutum.10.00, Naramsin.Akutum.12.00, Naramsin.Masi-ili.06.00",20070212 dahl,"OIP 027, 59",,,,,,,,,,,,,197161,0,360781,,,,clay,OIM A02531,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 59",Kanesh (mod. Kültepe),,1935,"Ulshöfer, FAOS Beih 4, p. 31; Michel, Innaya 192; van den Hout, Theo, OIMP 32 (2015) 099",,,,,,,,,,no translation,,
,,,,21198/zz0021520q,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 22-30: cp. EL 325ff.; 11: ABZ 295d,,"Oriental Institute, University of Chicago, Chicago, Illinois, USA",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 60",,,,,,,,,,,,,197162,0,360782,,,,clay,OIM A06011,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"OIP 027, 60",Kanesh (mod. Kültepe),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz00215217,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 9-11: Garelli, RA 59, 174; 10: GKT 94d; 19: GKT 79b. 89d; 20-30: Balkan, Or 36, 408; 27-33: Lewy, Or 29, 21f.; 33-34, 38-39: GKT 125l; 40: GKT 123d; 41: GKT 41b; 42: GKT 97c; 48, 49: GKT 94d; e. 2: ich: i-di2-i-ma",,"Beloit College, Beloit, Wisconsin, USA",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 62",,,,,,,,,,,,,197163,0,360783,,,,clay,Beloit College Art Hall No. 608,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 62",Kanesh (mod. Kültepe),,1935,"Ichisar, Imdilum p. 386",,,,,,,,,,no translation,,
,,,,21198/zz0021522r,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 63 ",,,,,,,,,,,,,197164,0,360784,,,,clay,Alisar c 0350,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 63 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz00215238,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 64 ",,,,,,,,,,,,,197165,0,360785,,,,clay,Alisar d 2235,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 64 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021524s,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 20,,,,,kt a/k 0851,,,,,,,,197166,0,360786,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 20,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz00215259,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 21-22,,,,,kt a/k 0477a&b,,,,,,,,197167,0,360787,"P360787 lead, single entry",,,clay,AMM —,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 21-22,Kanesh (mod. Kültepe),,1992,,,"S012153, S012154, SxC, SxD",,,,,,,,no translation,,
,,,,21198/zz0021526t,Old Assyrian Text Project,,"Balkan, Kemal",,,20091124 oatp: obv. 2: 3. isz-ti2 ta-ta-asz2-mi3-isz,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 23 2,,,,,kt a/k 0843,,,,,,,,197168,0,360788,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 23 2,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021527b,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 23 3,,,,,kt a/k 0852,,,,,,,,197169,0,360789,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 23 3,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021528v,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 24,,,,,kt c/k 0099,,,,,,,,197170,0,360790,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 24,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021f1nn,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 27,,,,,kt c/k 0246,,,,,,,,197171,0,360791,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 27,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021f1p5,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 28,,,,,kt c/k 0278,,,,,,,,197172,0,360792,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 28,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021f1qp,Old Assyrian Text Project,,"Balkan, Kemal",,,"20091124 oatp: 4-5: drs., Observations 64. 95, 57; rev. 10: 9-10: drs., Observations 64. 95, 57",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,088: Szarru-ken1.Szu-Hubur.08.00,Szu-Hubur DUMU Elali,2018-10-21,088: Szarru-ken1.Szu-Hubur.08.00,20070212 dahl,Fs Alp 29,,,,,kt a/k 0900b,,,,,,,,197173,0,360793,,,,clay,AMM —,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 29,Kanesh (mod. Kültepe),,1992,,,"S012157, S012158, SxC, S012159, SxE",,,,,,,,no translation,,
,,,,21198/zz0021f1r6,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 31-32,,,,,kt a/k 1258a&b,,,,,,,,197174,0,360794,"P360794 lead, single entry",,,clay,AMM —,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 31-32,Kanesh (mod. Kültepe),,1992,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f1sq,Old Assyrian Text Project,,"Balkan, Kemal",,,"20091124 oatp: 15: CAD SZ/1, 236c; 19-29: drs., AS 16, 169; 36: Bayram, Aran 4, 39; rev. 19: followed by erasure",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 32-33,,,,,kt c/k 0581,,,,,,,,197175,0,360795,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 32-33,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021f1t7,Old Assyrian Text Project,,"Balkan, Kemal",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2020-02-04,,20070212 dahl,Fs Alp 35 4 + frag.,,,,,kt b/k 260a&b,,,,,,,,197176,0,360796,"P360796 lead, single entry",,,clay,AMM —,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 35 4 + frag.,Kanesh (mod. Kültepe),,1992,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f1vr,Old Assyrian Text Project,,"Bilgiç, Emin",,,"20091124 oatp: 5: (AOAT 240), 31-41 (mit K, photo); 11-15: Dercksen, OACTA A. 502",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,Fs Alp 64,,,,,kt n/k 0794,,,,,,,,197177,0,360797,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,Fs Alp 64,Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0021f1w8,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 159",,,,,kt 87/k 266 ,,,,,,,,197178,0,360798,,,,clay,AMM 009-127-87,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 159",Kanesh (mod. Kültepe),,1998,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f1xs,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 160",,,,,kt 87/k 287,,,,,,,,197179,0,360799,,,,clay,AMM 009-148-87,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 160",Kanesh (mod. Kültepe),,1998,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f1z9,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 162",,,,,kt 87/k 303,,,,,,,,197180,0,360800,,,,clay,AMM 009-164-87,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 162",Kanesh (mod. Kültepe),,1998,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f209,Old Assyrian Text Project,,"Hecker, Karl",,,20091124 oatp: rev. 12: NB: hier 2 ueberschriebene kreise; rev. 14: followed by erasure,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 163",,,,,kt 87/k 099,,,,,,,,197181,0,360801,,,,clay,AMM 009-041-87,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 163",Kanesh (mod. Kültepe),,1998,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021f21t,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 164",,,,,kt 87/k 179,,,,,,,,197182,0,360802,,,,clay,AMM 009-106-87,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 164",Kanesh (mod. Kültepe),,1998,,,,,,,,,,,no translation,,
,,,,21198/zz0021f22b,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 165",,,,,kt 87/k 275,,,,,,,,197183,0,360803,,,,clay,AMM 009-136-87,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 165",Kanesh (mod. Kültepe),,1998,,,,,,,,,,,no translation,,
,,,,21198/zz0021f23v,Old Assyrian Text Project,,"Hecker, Karl",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 168",,,,,kt 87/k 285 ,,,,,,,,197184,0,360804,,,,clay,AMM 009-146-87,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 168",Kanesh (mod. Kültepe),,1998,,,"S012164, S012165, SxC",,,,,,,,no translation,,
,,,,21198/zz0021f24c,Old Assyrian Text Project,,"Hecker, Karl",,,20091124 oatp: 1': unopened envelope. edition: Hecker 1997: 169-170.; rev. 5: (seal C),,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"ArAn 03, 169",,,,,kt 87/k 253,,,,,,,,197185,0,360805,,,,clay,AMM 009-114-87,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"ArAn 03, 169",Kanesh (mod. Kültepe),,1998,,,Sx,,,,,,,,no translation,,
