accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,,,21198/zz002217cf,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 090",,,,,kt v/k 074 ,,,,,,,,197079,0,360699,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 090",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217dz,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 091",,,,,kt v/k 062 ,,,,,,,,197080,0,360700,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 091",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217fg,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 092",,,,,kt v/k 071 ,,,,,,,,197081,0,360701,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 092",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217g0,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 093",,,,,kt v/k 031 ,,,,,,,,197082,0,360702,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 093",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217hh,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,20091124 oatp: obv. 6: ,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 094",,,,,kt v/k 077,,,,,,,,197083,0,360703,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 094",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217j1,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 095",,,,,kt v/k 068 ,,,,,,,,197084,0,360704,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 095",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217kj,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 096",,,,,kt v/k 069 ,,,,,,,,197085,0,360705,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 096",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217m2,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 097",,,,,kt v/k 014 ,,,,,,,,197086,0,360706,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 097",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217nk,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,"20091124 oatp: 18-19: Bayram, Aran 4, 38; rev. 7: NB: Bayram emend. i-na di2!-tim",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 098",,,,,kt v/k 042,,,,,,,,197087,0,360707,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 098",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217p3,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 099",,,,,kt v/k 130 ,,,,,,,,197088,0,360708,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 099",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217qm,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 100",,,,,kt v/k 048 ,,,,,,,,197089,0,360709,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 100",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217r4,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 101",,,,,kt v/k 126 ,,,,,,,,197090,0,360710,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 101",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217sn,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 102",,,,,kt v/k 114 ,,,,,,,,197091,0,360711,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 102",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217t5,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 103",,,,,kt v/k 049 ,,,,,,,,197092,0,360712,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 103",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217vp,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 104",,,,,kt v/k 118 ,,,,,,,,197093,0,360713,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 104",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217w6,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 105",,,,,kt v/k 129 ,,,,,,,,197094,0,360714,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 105",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217xq,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 106",,,,,kt v/k 055 ,,,,,,,,197095,0,360715,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 106",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz002217z7,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 107",,,,,kt v/k 098 ,,,,,,,,197096,0,360716,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 107",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz00213w0d,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 108",,,,,kt v/k 198 ,,,,,,,,197097,0,360717,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 108",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz00213w1x,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 109",,,,,kt v/k 040 ,,,,,,,,197098,0,360718,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 109",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz00213w2f,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 110",,,,,kt v/k 025 ,,,,,,,,197099,0,360719,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 110",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz00213w3z,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 111",,,,,kt v/k 088 ,,,,,,,,197100,0,360720,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 111",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz00213w4g,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 112",,,,,kt v/k 204 ,,,,,,,,197101,0,360721,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 112",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz0021wz58,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 113",,,,,kt v/k 139 ,,,,,,,,197102,0,360722,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 113",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz0021wz6s,Old Assyrian Text Project,,"Bilgiç, Emin & Günbatti, Cahit",,,20091124 oatp: e. 3: ,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"AKT 3, 114",,,,,kt v/k 096 ,,,,,,,,197103,0,360723,,,,clay,AMM —,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"AKT 3, 114",Kanesh (mod. Kültepe),,1995,,,,,,,,,,,no translation,,
,,,,21198/zz0021wz79,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 01",,,,,,,,,,,,,197104,0,360724,,,,clay,Alisar b 1600,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 01",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wz8t,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 4': GKT 49d, 62c; 95b; 9': GKT 47b, 48b; 9'-13': GKT 47A.1",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 02",,,,,,,,,,,,,197105,0,360725,,,,clay,Alisar c 2406,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 02",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wz9b,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 03a+b",,,,,,,,,,,,,197106,0,360726,,,,clay,Alisar c 1000,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 03a+b",uncertain (mod. Alisar),,1935,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021wzbv,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 04",,,,,,,,,,,,,197107,0,360727,,,,clay,Alisar c 2108,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 04",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzcc,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 5-25: Lewy, AHDO 2, 128ff.; Or 33, 189f.; Balkan, anum-hirbi 50; 7-8: Lewy, HUCA 27, 64A.266; 10: GKT 46c; 11-12: Garelli, AC 214A.1; 26: GKT 63h; rev. 3: kopie: _gal_.[lum2]",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 05",,,,,,,,,,,,,197108,0,360728,,,,clay,Alisar d 2200a,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 05",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzdw,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 9-13: Lewy, HUCA 27, 54A.266; 18-19: GKT 62a; 18-21: Lewy, HUCA 27, 54A.265; 20: GKT 103f; 8: sze2-bi4!-lam! ueber rasur",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 06",,,,,,,,,,,,,197109,0,360729,,,,clay,Alisar d 2200b,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 06",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzfd,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 8, 10: GKT 97c; 11: GKT 30a; 12: GKT 97c; 13: GKT 30a; 14: GKT 97c; rev. 10: [...] bei ku weil in kopie gestrichelt",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 07",,,,,,,,,,,,,197110,0,360730,,,,clay,Alisar d 2500a,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 07",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzgx,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,116: Naramsin.Hanna-Narum.07.00,,2018-10-21,116: Naramsin.Hanna-Narum.07.00,20070212 dahl,"OIP 027, 08",,,,,,,,,,,,,197111,0,360731,,,,clay,Alisar d 2860a,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 08",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzhf,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 09",,,,,,,,,,,,,197112,0,360732,,,,clay,Alisar d 2711,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 09",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzjz,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 10",,,,,,,,,,,,,197113,0,360733,,,,clay,Alisar d 2606,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 10",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzkg,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 14: GKT 72b,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 11",,,,,,,,,,,,,197114,0,360734,,,,clay,Alisar d 2200g,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 11",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzm0,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 8ff.: Lewy, Or 19, 32A.3",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,--.--.06.00,,2018-10-21,--.--.06.00,20070212 dahl,"OIP 027, 12",,,,,,,,,,,,,197115,0,360735,,,,clay,Alisar d 2860b;,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 12",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wznh,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 13': GKT 19d. 64d,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 13",,,,,,,,,,,,,197116,0,360736,,,,clay,Alisar d 2200d,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 13",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzp1,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: obv. 13: Z. ist 4 oder ZA,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 14",,,,,,,,,,,,,197117,0,360737,,,,clay,Alisar d 2200c,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 14",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzqj,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 18: Hirsch, UAR A. 35; 20: GKT 55f. 103e; 20, 22: Lewy, HUCA 27, 62A.261; 27-30: Balkan, Observations 42; 28-29: Larsen, OACP 76; 30: GKT 94b; 30-32. 33-34: GKT 103e",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 15",,,,,,,,,,,,,197118,0,360738,,,,clay,Alisar d 2200n,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 15",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzr2,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 16",,,,,,,,,,,,,197119,0,360739,,,,clay,Alisar d 2860c,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 16",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzsk,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 5-7: Lewy, HUCA 27, 61A.275; 2': GKT 97c; 3",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 17",,,,,,,,,,,,,197120,0,360740,,,,clay,Alisar d 2860d;,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 17",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021wzt3,Old Assyrian Text Project,,"Gelb, Ignace J.",,,"20091124 oatp: 9-10: GKT 125g; 16: GKT 9a; 28-30: Hirsch, UAR A. 193; rev. 14: A zu 2/3 in obere Z. gerutscht",,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,222: Iszme-Dagan1.Zizaya.03.00,,2018-10-21,222: Iszme-Dagan1.Zizaya.03.00,20070212 dahl,"OIP 027, 18a+b",,,,,,,,,,,,,197121,0,360741,,,,clay,Alisar d 2557,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 18a+b",uncertain (mod. Alisar),,1935,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021wzvm,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 3'': 15: GKT 47b. 48b,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 19a+b",,,,,,,,,,,,,197122,0,360742,,,,clay,Alisar d 2200l,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 19a+b",uncertain (mod. Alisar),,1935,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021wzw4,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,185: Szamsi-Adad1.Resz-Szamasz.--.00,Resz-Szamasz DUMU Anum-pisza,2018-10-21,185: Szamsi-Adad1.Resz-Szamasz.--.00,20070212 dahl,"OIP 027, 20 ",,,,,,,,,,,,,197123,0,360743,,,,clay,Alisar d 2860e,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 20 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsjd,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 21 ",,,,,,,,,,,,,197124,0,360744,,,,clay,Alisar d 2200i,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 21 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nskx,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 22 ",,,,,,,,,,,,,197125,0,360745,,,,clay,Alisar d 2860f,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 22 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsmf,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 9': GKT 19f,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 23",,,,,,,,,,,,,197126,0,360746,,,,clay,Alisar d 2200j,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 23",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsnz,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 24",,,,,,,,,,,,,197127,0,360747,,,,clay,Alisar d 1650,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 24",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nspg,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 25 ",,,,,,,,,,,,,197128,0,360748,,,,clay,Alisar d 2200e,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 25 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsq0,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 26",,,,,,,,,,,,,197129,0,360749,,,,clay,Alisar d 2500c,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 26",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsrh,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 3: GKT 9b,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 27",,,,,,,,,,,,,197130,0,360750,,,,clay,Alisar d 2860g,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 27",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nss1,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 28 ",,,,,,,,,,,,,197131,0,360751,,,,clay,Alisar d 2200o,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 28 ",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nstj,Old Assyrian Text Project,,"Gelb, Ignace J.",,,20091124 oatp: 2': GKT 93d,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,094: Szarru-ken1.Adad-bani.03.00,,2018-10-21,094: Szarru-ken1.Adad-bani.03.00,20070212 dahl,"OIP 027, 29",,,,,,,,,,,,,197132,0,360752,,,,clay,Alisar d 2860h,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 29",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
,,,,21198/zz0021nsv2,Old Assyrian Text Project,,"Gelb, Ignace J.",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/12/2007,,,2018-10-21,,20070212 dahl,"OIP 027, 30",,,,,,,,,,,,,197133,0,360753,,,,clay,Alisar d 2860i,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"OIP 027, 30",uncertain (mod. Alisar),,1935,,,,,,,,,,,no translation,,
